keyword,normalized_query,search_intent,cluster,subcluster,country,city,audience,course,problem,funnel_stage,estimated_demand,competition_evidence,opportunity_score,ai_search_potential,existing_target_url,recommended_target_url,cannibalization_risk,content_type,action,evidence_source,confidence
wazifa in english,wazifa in english,informational,duas-supplications,guide,India,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:9.5,53.4,HIGH,/blog/what-is-wazifa-in-islam,/blog/what-is-wazifa-in-islam,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
barakallah meaning in english,barakallah meaning in english,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:8,GSC_AVG_POSITION:7.5,53.3,HIGH,/blog/barakallah-meaning,/blog/barakallah-meaning,LOW,definition,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
bismillah meaning,bismillah meaning,informational,islamic-terms,definition,Ireland,,none,none,none,top,GSC_IMPRESSIONS_68D:64,GSC_AVG_POSITION:47.2,53.3,HIGH,/blog/bismillah-meaning-in-english,/blog/bismillah-meaning-in-english,LOW,definition,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
quran 2:201 rabbana atina fid dunya hasanatan,quran 2:201 rabbana atina fid dunya hasanatan,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:8,GSC_AVG_POSITION:8.6,53.3,MEDIUM,/blog/rabbana-atina-fid-dunya,/blog/rabbana-atina-fid-dunya,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
attahiyat lillahi,attahiyat lillahi,informational,salah-prayer,guide,Norway,,none,none,none,top,GSC_IMPRESSIONS_68D:14,GSC_AVG_POSITION:17.1,53.0,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
how to say attahiyat,how to say attahiyat,informational,salah-prayer,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:12.7,53.0,HIGH,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
"""لا إله إلا الله"" translation ""there is no god worthy of worship except allah""","""لا إله إلا الله"" translation ""there is no god worthy of worship except allah""",informational,islamic-general,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:8,52.9,HIGH,/blog/la-ilaha-illallah-meaning,/blog/la-ilaha-illallah-meaning,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
attahiyat in english full,attahiyat in english full,informational,salah-prayer,guide,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:10,52.9,HIGH,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
attahiyat word by word meaning,attahiyat word by word meaning,informational,salah-prayer,guide,Bangladesh,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:10,52.9,HIGH,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
how to perform gusal,how to perform gusal,informational,unclustered,unknown,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:4,52.9,HIGH,/blog/how-to-do-ghusl-step-by-step,/blog/how-to-do-ghusl-step-by-step,LOW,unknown,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
inna lillahi wa inna ilayhi raji'un meaning condolence islamic phrase,inna lillahi wa inna ilayhi raji'un meaning condolence islamic phrase,informational,islamic-general,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:9,52.9,HIGH,/blog/inna-lillahi-wa-inna-ilayhi-rajiun-meaning,/blog/inna-lillahi-wa-inna-ilayhi-rajiun-meaning,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
meaning,meaning,informational,unclustered,unknown,THA,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:2,52.9,HIGH,/blog/sajdah-tilawat-dua-arabic-english,/blog/sajdah-tilawat-dua-arabic-english,LOW,unknown,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
noor online quran academy,noor online quran academy,commercial,quran-learning-service,service,Vietnam,,none,none,none,middle,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:28,52.9,MEDIUM,/,/,LOW,service,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
online quran classes,online quran classes,commercial,quran-learning-service,service,United States,,none,none,none,middle,GSC_IMPRESSIONS_68D:28,GSC_AVG_POSITION:95.8,52.9,MEDIUM,/locations/online-quran-classes-usa,/locations/online-quran-classes-usa,HIGH,service,DIFFERENTIATE INTENT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
royal path academy,royal path academy,commercial,quran-learning-service,service,JOR,,none,none,none,middle,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:33,52.9,MEDIUM,/,/,LOW,service,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
sajda tilawat dua in english,sajda tilawat dua in english,informational,salah-prayer,guide,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:8,52.9,HIGH,/blog/sajdah-tilawat-dua-arabic-english,/blog/sajdah-tilawat-dua-arabic-english,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
sajda tilawat ki dua in english,sajda tilawat ki dua in english,informational,salah-prayer,guide,India,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:9,52.9,HIGH,/blog/sajdah-tilawat-dua-arabic-english,/blog/sajdah-tilawat-dua-arabic-english,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
surah al baqarah last 2 ayats,surah al baqarah last 2 ayats,informational,quran-surahs,reference,Denmark,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:20,52.9,MEDIUM,/blog/last-two-ayahs-surah-baqarah,/blog/last-two-ayahs-surah-baqarah,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
what is dua e masura,what is dua e masura,informational,duas-supplications,guide,Nigeria,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:2,52.9,HIGH,/blog/dua-e-masura-arabic-english,/blog/dua-e-masura-arabic-english,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
best quran classes for kids in australia,best quran classes for kids in australia,commercial,quran-learning-service,service,Australia,,kids,none,none,middle,GSC_IMPRESSIONS_68D:6,GSC_AVG_POSITION:91,52.7,MEDIUM,/locations/online-quran-classes-australia,/locations/online-quran-classes-australia,LOW,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
quran class,quran class,commercial,quran-learning-service,service,Canada,,none,none,none,middle,GSC_IMPRESSIONS_68D:6,GSC_AVG_POSITION:87.8,52.7,MEDIUM,/locations/online-quran-classes-canada,/locations/online-quran-classes-canada,HIGH,service,DIFFERENTIATE INTENT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
quran online courses,quran online courses,commercial,quran-learning-service,service,Canada,,none,none,none,middle,GSC_IMPRESSIONS_68D:6,GSC_AVG_POSITION:86.3,52.7,MEDIUM,/locations/online-quran-classes-canada,/locations/online-quran-classes-canada,MEDIUM,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
barakallahu khair meaning,barakallahu khair meaning,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:5,GSC_AVG_POSITION:7,52.4,HIGH,/blog/barakallah-meaning,/blog/barakallah-meaning,LOW,definition,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
quran classes,quran classes,commercial,quran-learning-service,service,United States,,none,none,none,middle,GSC_IMPRESSIONS_68D:22,GSC_AVG_POSITION:81.2,52.4,MEDIUM,/locations/online-quran-classes-usa,/locations/online-quran-classes-usa,HIGH,service,DIFFERENTIATE INTENT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
how to read attahiyat in salah,how to read attahiyat in salah,informational,salah-prayer,guide,UAE,,none,quran-reading,none,top,GSC_IMPRESSIONS_68D:10,GSC_AVG_POSITION:10.2,52.3,HIGH,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
sajdah tilawat dua,sajdah tilawat dua,informational,salah-prayer,guide,Sri Lanka,,none,none,none,top,GSC_IMPRESSIONS_68D:19,GSC_AVG_POSITION:7.6,52.1,LOW,/blog/sajdah-tilawat-dua-arabic-english,/blog/sajdah-tilawat-dua-arabic-english,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
barakallah,barakallah,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:268,GSC_AVG_POSITION:8.9,52.0,LOW,/blog/barakallah-meaning,/blog/barakallah-meaning,LOW,definition,CTR OPTIMIZATION,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
barakallah khair meaning,barakallah khair meaning,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:7.5,52.0,HIGH,/blog/barakallah-meaning,/blog/barakallah-meaning,LOW,definition,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
online tajweed classes australia,online tajweed classes australia,commercial,quran-learning-service,service,Australia,,none,tajweed,none,middle,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:71.8,52.0,MEDIUM,/locations/online-quran-classes-australia,/locations/online-quran-classes-australia,LOW,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
quran classes australia,quran classes australia,commercial,quran-learning-service,service,Australia,,none,none,none,middle,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:93,52.0,MEDIUM,/locations/online-quran-classes-australia,/locations/online-quran-classes-australia,LOW,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
quran tutor,quran tutor,commercial,quran-learning-service,service,Australia,,none,none,none,middle,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:73.2,52.0,MEDIUM,/locations/online-quran-classes-australia,/locations/online-quran-classes-australia,HIGH,service,DIFFERENTIATE INTENT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
online quran classes for beginners,online quran classes for beginners,commercial,quran-learning-service,service,United States,,beginners,none,none,middle,GSC_IMPRESSIONS_68D:15,GSC_AVG_POSITION:78.5,51.7,MEDIUM,/online-quran-for-beginners,/online-quran-for-beginners,LOW,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
quran online classes free,quran online classes free,commercial,quran-learning-service,service,United States,,none,none,cost,middle,GSC_IMPRESSIONS_68D:15,GSC_AVG_POSITION:73.6,51.7,MEDIUM,/free-quran-classes-online,/free-quran-classes-online,LOW,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
subhanallah meaning,subhanallah meaning,informational,islamic-terms,definition,Ireland,,none,none,none,top,GSC_IMPRESSIONS_68D:32,GSC_AVG_POSITION:43.4,51.7,HIGH,/blog/subhanallah-meaning,/blog/subhanallah-meaning,LOW,definition,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
barakallah meaning in arabic,barakallah meaning in arabic,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:9.7,51.6,HIGH,/blog/barakallah-meaning,/blog/barakallah-meaning,LOW,definition,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
dua for sajdah tilawah,dua for sajdah tilawah,informational,salah-prayer,guide,UAE,,none,none,none,top,GSC_IMPRESSIONS_68D:7,GSC_AVG_POSITION:7.9,51.6,MEDIUM,/blog/sajdah-tilawat-dua-arabic-english,/blog/sajdah-tilawat-dua-arabic-english,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
online classes of quran,online classes of quran,commercial,quran-learning-service,service,Australia,,none,none,none,middle,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:92,51.6,MEDIUM,/locations/online-quran-classes-australia,/locations/online-quran-classes-australia,LOW,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
online quran classes for kids,online quran classes for kids,commercial,quran-learning-service,service,Australia,,kids,none,none,middle,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:134,51.6,MEDIUM,/locations/online-quran-classes-australia,/locations/online-quran-classes-australia,MEDIUM,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
quran 2:201 rabbana atina fid-dunya hasanah wa fil-akhirati hasanah wa qina adhaban nar,quran 2:201 rabbana atina fid-dunya hasanah wa fil-akhirati hasanah wa qina adhaban nar,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:8.3,51.6,MEDIUM,/blog/rabbana-atina-fid-dunya,/blog/rabbana-atina-fid-dunya,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
quran 2:201 rabbana atina fid-dunya hasanatan wa fil akhirati hasanatan wa qina adhaban nar quran.com,quran 2:201 rabbana atina fid-dunya hasanatan wa fil akhirati hasanatan wa qina adhaban nar quran.com,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:10,51.6,MEDIUM,/blog/rabbana-atina-fid-dunya,/blog/rabbana-atina-fid-dunya,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
quran 2:201 rabbana atina fid-dunya hasanatan wa fil-akhirati hasanatan wa qina adhaban-nar,quran 2:201 rabbana atina fid-dunya hasanatan wa fil-akhirati hasanatan wa qina adhaban-nar,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:8.7,51.6,MEDIUM,/blog/rabbana-atina-fid-dunya,/blog/rabbana-atina-fid-dunya,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
quran classes for adults,quran classes for adults,commercial,quran-learning-service,service,Australia,,adults,none,none,middle,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:80,51.6,MEDIUM,/locations/online-quran-classes-australia,/locations/online-quran-classes-australia,HIGH,service,DIFFERENTIATE INTENT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
rabbana atina fid dunya hasanah wa fil akhirati hasanah wa qina adhaban nar quran 2:201,rabbana atina fid dunya hasanah wa fil akhirati hasanah wa qina adhaban nar quran 2:201,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:9.3,51.6,MEDIUM,/blog/rabbana-atina-fid-dunya,/blog/rabbana-atina-fid-dunya,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
atayat lillahi surah in english,atayat lillahi surah in english,informational,quran-surahs,reference,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:10,51.4,HIGH,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,reference,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua for sajda tilawat,dua for sajda tilawat,informational,salah-prayer,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:9,51.4,MEDIUM,/blog/sajdah-tilawat-dua-arabic-english,/blog/sajdah-tilawat-dua-arabic-english,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
labbayka meaning,labbayka meaning,informational,unclustered,unknown,Belgium,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:11,51.4,HIGH,/blog/labbaik-allahumma-labbaik,/blog/labbaik-allahumma-labbaik,LOW,unknown,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
online free quran classes,online free quran classes,commercial,quran-learning-service,service,Netherlands,,none,none,cost,middle,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:87,51.4,MEDIUM,/free-quran-classes-online,/free-quran-classes-online,LOW,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
what do you say in attahiyat,what do you say in attahiyat,informational,salah-prayer,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:19,51.4,HIGH,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
what to say in attahiyat,what to say in attahiyat,informational,salah-prayer,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:14,51.4,HIGH,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
online quran classes usa,online quran classes usa,commercial,quran-learning-service,service,United States,,none,none,none,middle,GSC_IMPRESSIONS_68D:11,GSC_AVG_POSITION:89.5,51.0,MEDIUM,/locations/online-quran-classes-usa,/locations/online-quran-classes-usa,LOW,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
sajda tilawat dua,sajda tilawat dua,informational,salah-prayer,guide,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:5,GSC_AVG_POSITION:9.6,51.0,LOW,/blog/sajdah-tilawat-dua-arabic-english,/blog/sajdah-tilawat-dua-arabic-english,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
at tahiyyatu lillahi wa salawatu,at tahiyyatu lillahi wa salawatu,informational,salah-prayer,guide,Netherlands,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:10.5,50.9,MEDIUM,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
attahiyat full last rakat,attahiyat full last rakat,informational,salah-prayer,guide,Belgium,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:12.5,50.9,MEDIUM,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
attahiyatu meaning,attahiyatu meaning,informational,salah-prayer,guide,Vietnam,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:19.5,50.9,HIGH,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
attahiyatul ilahi,attahiyatul ilahi,informational,salah-prayer,guide,Belgium,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:9.5,50.9,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
attihyat,attihyat,informational,unclustered,unknown,Norway,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:10,50.9,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,unknown,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
best online quran classes,best online quran classes,commercial,quran-learning-service,service,Australia,,none,none,none,middle,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:81,50.9,MEDIUM,/locations/online-quran-classes-australia,/locations/online-quran-classes-australia,MEDIUM,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
free quran classes,free quran classes,commercial,quran-learning-service,service,Canada,,none,none,cost,middle,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:85,50.9,MEDIUM,/free-quran-classes-online,/free-quran-classes-online,LOW,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
free quran classes online,free quran classes online,commercial,quran-learning-service,service,Canada,,none,none,cost,middle,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:82.5,50.9,MEDIUM,/free-quran-classes-online,/free-quran-classes-online,LOW,service,CLUSTER SUPPORT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
quran 2:201 rabbana atina fid dunya hasanah transliteration,quran 2:201 rabbana atina fid dunya hasanah transliteration,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:8.5,50.9,MEDIUM,/blog/rabbana-atina-fid-dunya,/blog/rabbana-atina-fid-dunya,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
quran 2:201 rabbana atina fid dunya hasanatan wa fil akhirati hasanatan wa qina adhaban nar,quran 2:201 rabbana atina fid dunya hasanatan wa fil akhirati hasanatan wa qina adhaban nar,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:8,50.9,MEDIUM,/blog/rabbana-atina-fid-dunya,/blog/rabbana-atina-fid-dunya,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
quran 2:201 rabbana atina fid-dunya hasanah wa fil-akhirati hasanah wa qina adhaban-nar,quran 2:201 rabbana atina fid-dunya hasanah wa fil-akhirati hasanah wa qina adhaban-nar,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:8.5,50.9,MEDIUM,/blog/rabbana-atina-fid-dunya,/blog/rabbana-atina-fid-dunya,LOW,guide,PROTECT,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
